ID,碑名,建立年,所在地,災害名,災害種別,伝承内容,緯度,経度
25201-006,明冶二十九年洪水石標,1971,滋賀県大津市大萱三丁目８（善念寺裏）,洪水（1896年9月23日）,洪水,明治29年(1896)9月3日から12日の間に1008ミリの雨量を記録し県内で死者・行方不明者34名などの大きな被害をもたらしている。碑の下の石垣には、このときの琵琶湖大洪水時の水位が横線で刻まれている。,34.989855,135.92062
25201-007,明冶二十九年洪水石標,1979,滋賀県大津市瀬田一丁目１８（西光寺）,洪水（1896年9月23日）,洪水,明治29年(1896)9月3日から12日の間に1008ミリの雨量を記録し県内で死者・行方不明者34名などの大きな被害をもたらしている、碑にはこのときの琵琶湖大洪水時の水位が横線で刻まれている。,34.973843,135.907901
25201-008,山崩諸霊之塔,1758,滋賀県大津市葛川梅ノ木町,寛文近江・若狭地震による町居崩れ（1662年6月16日）,土砂災害・地震,寛文2年5月1日（1662年6月16日）、近畿地方北部で発生した地震により、葛川谷で町居崩れと呼ばれる大規模な土砂崩れが発生した。この土砂崩れにより、旧町居村、旧榎村の集落は土砂に埋没し、死者560人、倒壊・埋没家屋は50軒以上に及び、村落を壊滅させるほどの被害となった。,35.263518,135.87513
25207-001,水災記念碑,不明,滋賀県守山市笠原町,洪水（1913年10月3日）,洪水,野洲川は、古来より「近江太郎」とも呼ばれる暴れ川で、ここ笠原付近は、今は旧川となった南流への分岐点にあたり、洪水の流れが最も激しい所の一つであった。なかでも、台風による大正2年（1913）10月3日未明の出水は、約180ｍもの堤防を決壊させ、死者32名、流失家屋25戸、浸水面積約300ヘクタールという被害をもたらした。碑は、この時に堤防が決壊した地に建てられた。,35.090983,135.996623
26100-001,師弟愛の像,1960,京都府京都市東山区円山町463,室戸台風（1934年9月21日）,その他,昭和9年(1934)9月21日、西日本一帯に猛威を振るった室戸台風の暴風により、京都市及びその周辺において数校の木造校舎が倒れ、その下敷きとなって児童162名、教員4名の命が奪われた。この像は戦後に再建されたものである。,35.004401,135.780909
26100-002,昭和十年水害浸水被害記念碑,不明,京都府京都市上京区上立売通油小路西南角,洪水(1935年6月29日）,洪水,昭和10年(1935)6月29日未明、数日来降り続いた豪雨のため、京都市内を貫流する河川はすべて氾濫し、4万戸以上の市内家屋が浸水の被害を受けた。上京区小川学区では、29日午前5時に上立売小川の石橋が落ち、小川に面する家屋は倒壊流失または半壊した。碑には「大出水地上四尺」とあり、約1.2mの浸水があったことがわかる。,35.031925,135.753411
26201-001,二十八災　堤防決潰之地,2003,京都府福知山市,昭和28年台風13号（1953年9月25日）,洪水,昭和28年(1953)9月25日、台風13号により正午から夕刻にかけて由良川上流では時間雨量30mm～60mmの降雨があり、総雨量は３日間で約500mmに達した。同日午後9時頃には和久市の堤防が決壊し、福知山市では死者4名、家屋流失・浸水家屋約5千5百戸を数えた。流域の綾部市、大江町（現 福知山市大江町）でも被害があった。,35.310829,135.116553
26201-002,改堤碑,1914,京都府福知山市,洪水（1896年8月30日）（1907年8月26日）,洪水,明治29年(1896)8月30日、夕方には豪雨となった雨のため、由良川の水位は約9.7mに達した。京口、広小路口など各所で堤防が決壊し、家屋流失300件余り、溺死者230人余り、負傷者200人余りの被害があった。また、明治40年(1907)8月26日の洪水では、京口、明覚寺裏、広小路口のほか各所で堤防が決壊し、溺死者5名、負傷者多数の被害があった。,35.298245,135.129867
26203-001,水の記憶の碑,2003,京都府綾部市味方町(紫水ヶ丘公園内),昭和28年台風13号（1953年9月25日）,洪水,昭和28年(1953)9月25日、台風13号により正午から夕刻にかけて由良川上流では時間雨量30mm～60mmの降雨があり、総雨量は３日間で約500mmに達した。昭和28年の大水害という自然の猛威を市民の記憶にとどめ、同時に水の恩恵を忘れないために、大洪水を耐え抜き由良川と綾部の街にとって象徴的な存在となっている綾部大橋の旧親柱を「水の記憶の碑」として設置。,35.296263,135.268146
26210-001,慰霊塔,1935,京都府八幡市八幡馬場88-1（善法律寺）,室戸台風（1934年9月21日）,その他,昭和9年（1934）9月21日、かつてない規模の台風（室戸台風）の強風により、八幡尋常高等小学校の校舎のうち12教室2棟が倒壊、5教室が半壊した結果、教員及び児童34名の命が奪われた。,34.875559,135.7029
26214-001,災害記念塔,1959,京都府木津川市山城町綺田西ノ城,南山城水害（1953年8月15日）,洪水,昭和28年(1953)8月15日未明、南山城地方を襲った前日からの集中豪雨により天神川、不動川など旧山城町の４つの天井川が決壊し、死者32名、負傷者602名という大災害が起こった。とりわけ、天井川に囲まれた棚倉地域、高麗地域に被害が集中した。,34.784043,135.813683
26214-002,南山城水害記念碑,1955,京都府木津川市山城町平尾綾杉河原,南山城水害（1953年8月15日）,洪水,昭和28年(1953)8月15日未明、南山城地方を襲った前日からの集中豪雨により旧山城町の４つの天井川が決壊し、死者32名、負傷者602名という大災害が起こった。とりわけ、天井川に囲まれた棚倉地域、高麗地域に被害が集中しており、棚倉地域では24名が死亡、家屋流出19戸全壊家屋30戸であった。,34.778897,135.811526
26214-003,水害記念碑,1963,京都府木津川市山城町北河原古屋敷,南山城水害（1953年8月15日）,洪水,昭和28年(1953)8月15日午前4時、南山城地方を襲った前日からの集中豪雨により鳴子川など旧山城町の４つの天井川が決壊し、死者３２名、負傷者６０２名という大災害が起こった。とりわけ、天井川に囲まれた棚倉地域、高麗地域に被害が集中しており高麗地域の北河原区では7名が死亡した。,34.767484,135.81349
26367-001,南山城水害記念碑,1956,京都府相楽郡南山城村大字北大河原小字北垣内,南山城水害（1953年8月15日）,洪水・土砂災害,昭和28年（1953）8月14日、夕方から降り始めた雨は、段々と勢いを増し、翌15日未明に旧大河原村・旧高山村の各地で大規模な土石流が発生した。中小の河川は土石流に見舞われ、民家や田畑の流失被害も甚大であり、死者・行方不明者は54名にまでのぼった。,34.772633,135.996419
27100-001,大地震両川口津浪記,1855,大阪府大阪市浪速区幸町三丁目,安政東海地震（1854年12月23日）　安政南海地震（1854年12月24日）,地震・津波,1854年12月24日の安政南海地震後に発生した津波によって、安治川・木津川等に停泊する船に避難した人々が大きな被害を受けた。1707年に発生した宝永地震の時に起きた同様の災害の教訓が生かせなかったことを、後世への戒めとして残すため建立されている。,34.6679,135.481274
27100-002,安政地震津波碑,1855,大阪府大阪市天王寺区四天王寺一丁目11-18　四天王寺境内,安政東海地震（1854年12月23日）　安政南海地震（1854年12月24日）,地震・津波,嘉永7年11月4日・5日（1854年12月23日・24日）の地震被害を避けようと小船に避難した者たちが、湧くような勢いで木津川口に押し寄せた津波によって、大小の船もろとも上流へ押し流され、おびただしい死者を出した。海鳴があったり潮の干満が乱れたりする時は津波の兆しと知って、避難するよう記している。,34.655283,135.515156
27100-003,明治十八年洪水　酉歳紀念碑,1914,大阪府大阪市東成区深江南三丁目16-14,明治18年洪水（1885年6月30日）,洪水,明治18年（1885）の淀川洪水のうち6月末～7月初めにかけての2度目の水害について記す。深江村においては6月30日の夜から浸水し、水位は庭の地面から約2.6ｍに達し、土塀が皆倒れた。村民は上本町の寺院などに避難したが、1箇月余りのちに帰村しても家も仕事もない状態であった。平時にあっても災害時の窮状を忘れないようにと戒めている。,34.669883,135.560764
27100-004,昭和九年風水害遭難学童之碑,1947,大阪府大阪市城東区今福南一丁目5-21（榮照寺）,室戸台風（1934年9月21日）,洪水・その他,昭和9年(1934)9月21日の朝、近畿地方一帯を襲った室戸台風により、城東区内では寝屋川、平野川が氾濫したため新喜多、鴫野、蒲生、今福、放出、中浜一帯が浸水し、多数の家屋に被害が出た。城東区内の２つの小学校が暴風に耐えきれずに全壊し、児童教職員56名の命が奪われた。子どもの犠牲が大きかったのは、台風襲来時と登校時が重なったことと、木造校舎の倒壊のためであり、以後大阪市では校舎の全面鉄筋化を進めることとなった。,34.697054,135.549574
27100-005,室戸台風を偲ぶ,1981,大阪府大阪市城東区今福南二丁目1-53(今福小学校),室戸台風（1934年9月21日）,洪水・その他,昭和9年(1934)9月21日の朝、近畿地方一帯を襲った室戸台風により、城東区内では寝屋川、平野川が氾濫したため新喜多、鴫野、蒲生、今福、放出、中浜一帯が浸水し、多数の家屋に被害が出た。鯰江第三小学校（現在の今福小学校）が暴風に耐えきれずに全壊し、児童33名の命が奪われた。子どもの犠牲が大きかったのは、台風襲来時と登校時が重なったことと、木造校舎の倒壊のためであり、以後大阪市では校舎の全面鉄筋化を進めることとなった。,34.695927,135.551135
27100-006,鎮魂,2018,大阪府大阪市城東区新喜多二丁目4-35（聖賢小学校）,室戸台風（1934年9月21日）,洪水・その他,昭和9年(1934)9月21日の朝、近畿地方一帯を襲った室戸台風により、城東区内では寝屋川、平野川が氾濫したため新喜多、鴫野、蒲生、今福、放出、中浜一帯が浸水し、多数の家屋に被害が出た。鯰江第二小学校（現在の聖賢小学校）が暴風に耐えきれずに全壊し、児童22名、児童の兄1名、教員1名の命が奪われた。子どもの犠牲が大きかったのは、台風襲来時と登校時が重なったことと、木造校舎の倒壊のためであり、以後大阪市では校舎の全面鉄筋化を進めることとなった。,34.69724,135.543121
27140-001,擁護璽（ようごじ）（安政地震記念碑）,江戸時代,大阪府堺市堺区大浜北町４丁３－５０,安政南海地震（1854年11月5日(旧暦)）,地震・津波,嘉永7年（1854）11月5日（旧暦）の安政南海地震後に発生した津波が川を逆流し、堺でも8つの橋が落ち船が割れるなどの被害を受けた。しかし、住民は神社の広い境内に避難するなどして怪我をした人もいなかった。宝永地震(1707)では船に避難して命を落とした人も多い。地震が強いときは決して船に避難してはいけない。（現在地へは1895年に移設）,34.580399,135.461662
27207-001,大塚切れ洪水記念碑,1930,大阪府高槻市大塚町三丁目,淀川大塚切れ（1917年10月1日）,洪水,大正6年（1917）10月1日、台風による大雨で淀川の水位が上昇し、高槻市大塚町の堤防が200ｍにわたって決壊した。家屋は流され、倒壊し、死傷者は数十人にのぼった。後世への戒め「居安必勿忘危（安楽に暮らしていても、絶対に危機のあることを忘れてはならない）」が碑文に刻まれている。,34.81923,135.636025
27207-002,明治戊辰唐崎築堤碑,1890,大阪府高槻市唐崎南三丁目,明治元年水害（1868年7月1日）,洪水,"明治元年（1868年7月1日）、折からの長雨で、唐崎弥右ヱ門屋敷堤防が延長309ｍにわたって決壊。前島や大塚などでも堤防が切れ、被害は165か村、浸水面積5,400haにのぼった。隣には、明治18年水害による修堤碑もある。",34.809113,135.615503
27210-001,明治十八年洪水碑,1886,大阪府枚方市桜町１６番地先,明治18年洪水（1885年6月18日・7月2日）,洪水,明治18年(1885）6月18日・7月2日の豪雨により、現在の枚方市伊加賀付近の淀川堤防が約180ｍにわたって決壊した。通称伊加賀切れと呼ばれるこの水害は、茨田郡(現守口市・門真市、枚方市・寝屋川市・大東市等の一部)一円を水没させ、濁流は大阪市中にも及んだ。この水害では、2万6千戸以上が流失、約290人が亡くなったとされる。碑は枚方市登録文化財となっている。(現在地へは2010年に移設）,34.811683,135.636231
28100-001,慰霊と復興のモニュメント・1.17希望の灯り,2000,兵庫県神戸市中央区加納町6丁目4,阪神・淡路大震災（1995年1月17日）,地震,"平成7年(1995)1月17日に発生した阪神・淡路大震災は6,437名の死者・行方不明者を出した。震災を記憶し、復興の歩みを後世に伝え、犠牲者の慰霊と市民への励まし、大規模災害に対する世界的規模での連帯による復興の意義をアピールする。",34.687534,135.196806
28100-002,神戸港震災メモリアルパーク ,1997,兵庫県神戸市中央区波止場町2,阪神・淡路大震災（1995年1月17日）,地震,阪神･淡路大震災(1995)で大きな被害を受けたメリケン波止場の一部(岸壁60m)をそのままの状態で保存。神戸港の被災状況や復興の過程を中心に、震災の教訓と港の重要性や、多くの人が一体となって港の復旧・復興につとめた様子を後世に伝える。,34.683793,135.19015
28100-003,神戸震災復興記念公園（みなとのもり公園）,2010,兵庫県神戸市中央区小野浜町,阪神・淡路大震災（1995年1月17日）,地震,阪神･淡路大震災(1995）時に全国・世界各地からいただいた支援やボランティアの方々の精神を大きく育てるシンボルとして、また、神戸のまちが復興から発展へと前進する姿を木々の生長と共に見つけていくことを基本理念として整備。,34.686906,135.200592
28100-004,記念碑,2005,兵庫県神戸市灘区岩屋中町一丁目（岩屋公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分、阪神・淡路大震災により、岩屋町内では死者60余名、400軒余りの家屋が全壊し町全体が半壊した。碑には、”震災の教訓を大切に　安全で安心して暮らせる岩屋のまちづくりを”と記されている。,34.704853,135.223308
28100-005,あの刻（とき）を忘れない,2002,兵庫県神戸市灘区琵琶町一丁目（琵琶町公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分、阪神・淡路一帯で未曾有の被害をもたらした阪神・淡路大震災により、琵琶町では61名の尊い命が奪われ、多くの家屋が全焼、全・半壊するという壊滅的な被害を受けた。,34.711816,135.237091
28100-006,鎮魂,2005,兵庫県神戸市灘区桜口町四丁目(六甲道南公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分、大激震が阪神・淡路地域一帯に襲いかかり、火災が発生して多くの命が奪われ、建物に甚大な被害をもたらした（阪神・淡路大震災）。六甲道南地区では特に被害が大きく、多くの方々が犠牲になった。碑には、新しく街が生まれ変わっても、あの日を検証し、決して忘れること無く伝承して行かねばならないと記されている。,34.712659,135.239256
28100-007,復興の誓い,2000,兵庫県神戸市灘区神ノ木通4-3（都賀川公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分に発生した阪神・淡路大震災により、灘区のまちは一瞬にして破壊され、933名の尊い命が奪われた。碑には、復興支援への感謝と、培ってきた協働と調和の精神を財産として21世紀に向け力強く歩んでいく決意が記されている。,34.713778,135.228511
28100-008,鎮魂の碑,2002,兵庫県神戸市中央区脇浜海岸通1-5-2（人と防災未来センター）,阪神・淡路大震災(1995年1月17日),地震,阪神・淡路大震災(1995)の記憶を風化させず伝え続けるために建設された「人と防災未来センター」の西館を三方で囲う池の中に設置されている。震災が発生した5時46分を指す時計の針をデザインし、犠牲者全員の名簿が納められている。敷地内には「神戸の壁・鎮魂と復興のベンチ」と「阪神高速道路コンクリート橋脚」の一部がある。,34.698033,135.214934
28100-009,いのちの碑,2004,兵庫県神戸市兵庫区松本通三丁目（川池公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分に発生した阪神・淡路大震災によって、会下山町、大井通、松本通、上沢通の川池地域では100名が犠牲となった。,34.678456,135.162365
28100-010,阪神淡路大震災物故者慰霊碑,1995,兵庫県神戸市兵庫区門口町4-5(久遠寺),阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分、大きな地響き、地鳴りと同時に、直下型大地震が阪神淡路地方を襲い倒壊家屋143331棟、死者5502名という多大な犠牲が出た（阪神・淡路大震災）。,34.671143,135.170742
28100-011,鎮魂,2001,兵庫県神戸市長田区御蔵通五丁目（御蔵北公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)１月17日午前5時46分、阪神・淡路大震災により、ここで127名が亡くなった。当日の地図を刻んだ中央の石の下には合同位牌が埋められており、天井の星座（穴）から差し込む光で、地図上に亡くなられた人々の位置が示される。公園内には焼け残った電柱が残されている。,34.664927,135.152736
28100-012,阪神淡路大震災物故者追悼碑,1997,兵庫県神戸市須磨区須磨寺町4-6-8（須磨寺境内）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)１月17日午前5時46分、阪神・淡路大震災により、6500余人の尊い生命が失われ、約40万棟の家屋が破壊・焼失した。追悼碑の横の石碑には、「大震災による幾多の教訓を深く心に刻み、物故者の追悼を祈念し、人々の生きる”心のよりどころ”として建立」されたと記されている。,34.649218,135.112736
28100-013,水災復興記念,1939,兵庫県神戸市東灘区北青木4-20（春日神社境内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日、六甲山麓を襲った豪雨により六甲山の各所で土石流が発生した。天上川も氾濫し、西青木地区では約500戸の被害があった。碑は、大水害の1年後に、西青木地区の復興を記念し、流れてきた巨石を利用して建立された。,34.718361,135.277475
28100-014,文豪谷崎文学碑,不明,兵庫県神戸市東灘区西岡本1-3-1（本山第二小学校校内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日に、豪雨により六甲山の各所で土石流が発生し、河川は一斉に氾濫した。周辺では住吉川より濁流があふれ、多くの家屋が流失、埋没、全壊した。東灘に住んでいた谷崎潤一郎氏が、小説「細雪」に水害で水没した学校の様子を克明に描いており、水害当日の「妙子」の行動を記した一節を流れてきた流石を使用した碑に刻み、被害が甚大であったことを伝える。,34.72546,135.269406
28100-015,有備無患,1941,兵庫県神戸市東灘区西岡本3-15-7（野寄公園内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。住吉川に面した旧本山村では、死者11名、負傷者多数、流失・全半壊家屋約700棟、埋没・浸水家屋約1500棟と、当時の被害のすさまじさが記されている。有備無患とは、「備え有れば患（うれ）い無し」のこと。,34.725477,135.264278
28100-016,水災記念,1939,兵庫県神戸市東灘区住吉台2-40（落合橋東）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月、当地方を襲った阪神大水害では、六甲山の各所で土石流が発生し、多くの河川で氾濫が発生した。住吉川も氾濫し、流域に大きな被害をもたらした。この碑の台座の右わきに最高時の洪水水位が刻まれている。　　,34.732822,135.259439
28100-017,褐福無門,1939,兵庫県神戸市東灘区住吉本町3-3-4（住吉学園内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。住吉川も氾濫し、流失全壊家屋約100棟、33名が死亡するなど、旧住吉村全村の7割にあたる2700戸に被害がおよんだ。後世への教訓とするため流出してきた転石（約30トン）に碑文を刻み、碑の高さは水害時の水位を示している（約3メートル）。,34.72482,135.261172
28100-018,常ニ備ヘヨ,1943,兵庫県神戸市東灘区住吉本町1-12-12-1（甲南小学校内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、崩壊した土砂や巨岩が流れ下り、河川は氾濫して大洪水となった。住吉川の被害が最もひどく、洪水は両岸に溢れ出し、甲南小学校の校舎のほとんどが崩壊した。碑は、小学校の再築を記念して、当時の流石を使用し建立。,34.721685,135.264144
28100-019,水害記念碑,1939,兵庫県神戸市灘区桜ケ丘町4（住田橋東道路脇）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。石屋川、高羽川でも決壊により死者数名と家屋が流失した。現在の石屋川の川底が昔の道路で、この記念碑がある位置は、そこから30段の石段を登ったところにあった。大量の土砂の堆積を伝えている。,34.724692,135.240481
28100-020,水害水難者之碑,1958,兵庫県神戸市灘区一王山町（上高羽橋西）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で山腹が崩壊し土石流が発生し、河川は一斉に氾濫した。上高羽地区でも、石屋川上流の土石流を伴う氾濫のため、死者数名と家屋が流失。碑は、石屋川に流された人の霊が夢枕に現れたという夫婦により建立された。,34.727126,135.24024
28100-022,水難慰霊碑,1938,兵庫県神戸市灘区篠原中町1-5（慶光寺境内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。六甲川・仙谷川の合流点を含む篠原地区では43名の命が奪われた。彼らを悼む碑が合流点近くに建立されていたが、昭和14年(1939)に約500m東にあるお寺の境内に移設。,34.719988,135.231786
28100-023,水害記念,1938,兵庫県神戸市灘区新在家南町3丁目（若宮八幡宮境内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。新在家近辺も都賀川の氾濫のためほとんど全戸が浸水したが、近隣の援助を得てわずか数か月で復興した。当時の惨状を思い、流石で碑を建立した。,34.70537,135.23693
28100-024,水害復興記念碑,1940頃,兵庫県神戸市中央区加納町3丁目（加納町交差点南西）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)、夏の連日の雨は7月5日の豪雨に至り、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。苧川・布引渓谷でも樹木や土砂が崩壊して濁流となり、桜谷からの奔流も加わり激しい勢いで加納町に襲来し、街路は修羅場と化し、死者12名、家屋被害は220戸余りの惨状となった。北東200mの一宮交番のそばより2007年3月移設。,34.697775,135.19358
28100-025,流石之碑,1939,兵庫県神戸市兵庫区楠谷町（平野浄水場進入道路脇）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938）7月5日の豪雨で六甲山の各所で土石流が発生した。楠谷町を流れる宇治川・楠谷川でも氾濫し、流失家屋約150戸、死者10名余りの被害となった。この碑は楠谷町近辺の惨状を記録し、復興の記念のために当時の転石を用い、皆で復興に一致協力したことから流石を「さすが」と読んでもよいことなどが記されている。,34.692701,135.174751
28100-026,水害復興記念,1938,兵庫県神戸市兵庫区下三条町（天王川公園内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。一瞬で濁流に流された荒田町の被害は、遭難者125名、浸水家屋約1800戸と甚大であった。,34.687587,135.165868
28100-027,慰霊塔,1941,兵庫県神戸市兵庫区雪御所町（雪御所公園内）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫し、大量の土砂が神戸市内を埋めつくした。特に被害が甚大であった石井川と天王谷川の合流するこの場所に、「このような災害を再び起こしてはならない」という誓いを後世に伝えていくために建立された。,34.686856,135.164684
28100-028,水難碑,1940,兵庫県神戸市北区有野町唐櫃有馬橋西　（県道神戸三田線脇）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日、六甲地方を豪雨が襲い、各所で土石流を伴う山腹崩壊が発生、山巨岩と土砂が氾濫した。旧有野村の被害は死者4名、流失家屋14戸、全半壊家屋34戸、埋没した土地は34ヘクタールと被害の状況が記されている。,34.797238,135.220175
28100-029,嗚呼福田君父子之碑,1938,兵庫県神戸市長田区檜川町1丁目西丸山橋付近苅藻川沿い（桧川町公園）,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年(1938)7月5日の豪雨により、六甲山の各所で土石流が発生し、河川は一斉に氾濫した。新湊川支流の苅藻川も増水し、4戸が流失の危機にさらされていた。当時の林田警察署に勤務していた巡査部長が、堤防決壊の危機に息子を連れ住民救護にあたり、多数の命を救ったものの、不幸にして倒壊家屋に巻き込まれ父子は亡くなったという、当時の被害と悲しい出来事を後世に伝えている。,34.686484,135.140231
28100-031,常ニ備ヘヨ,1997,兵庫県神戸市東灘区岡本8-9-1(甲南大学1号館前),阪神大水害（1938年7月5日）阪神・淡路大震災(1995年1月17日),洪水・土砂災害・地震,昭和13年（1938）の阪神大水害、平成7年(1995)の阪神・淡路大震災の2回の災害経験をもとに、「天の災いを試練と受け止め　常に備えて　悠久の自然と共に生き輝ける未来を開いていこう」と記されている。この碑は、阪神・淡路大震災が発生した時刻である5時46分を指す時計の針を表現している。,34.729361,135.268173
28100-032,震災慰霊碑・震災復興記念碑（ブロンズ像「祈りと復興」）,2000,兵庫県神戸市東灘区住吉東町5-2-1（東灘消防署横）,阪神・淡路大震災（1995年1月17日）,地震,"平成7年(1995)1月17日の阪神・淡路大震災により、神戸市内で4571名が犠牲となり、なかでも東灘区は最も多い1470名の犠牲者を出した。既成市街地域を中心に帯状に木造家屋が倒壊し、東灘区では全壊13,687件、半壊5,538件の甚大な被害となった。犠牲者の霊を慰めるとともに まちの早期復興を祈念して建立された。",34.720387,135.266199
28100-033,阪神淡路大震災慰霊碑,2006,兵庫県神戸市東灘区住吉宮町3-7-1(住吉宮町公園内),阪神・淡路大震災（1995年1月17日）,地震,平成7年(1995)1月17日午前5時46分、阪神・淡路大震災により、神戸市内で4571名が犠牲となり、なかでも東灘区は最も多い1470名の犠牲者を出した。吉田地区も甚大な被害を受けた。碑には「被害に遭われた方々の慰霊と次代の人々の警鐘となす為 此処に慰霊碑を設ける 」と記されている。,34.716899,135.263736
28100-034,慰霊之碑,1999,兵庫県神戸市東灘区御影郡家2-3（弓弦羽神社の参道入口）,阪神・淡路大震災（1995年1月17日）,地震,平成7年(1995)1月17日の阪神・淡路大震災により、神戸市内で4571名が犠牲となり、なかでも東灘区は最も多い1470名の犠牲者を出した。弓弦羽神社の氏子地区などで130名もの犠牲者を出し、碑にはそのうち108名の氏名が記されている。,34.722207,135.255677
28100-035,慰霊碑,1996,兵庫県神戸市東灘区魚崎中町4-10-54（魚崎わかばサロン庭内）,阪神・淡路大震災（1995年1月17日）,地震,平成7年(1995)1月17日午前5時46分、阪神・淡路大震災により、神戸市内で4571名が犠牲となり、なかでも東灘区は最も多い1470名の犠牲者を出した。碑には、魚崎地区で犠牲となった206名の氏名が記されている。,34.714856,135.270374
28100-036,鎮魂碑,2005,兵庫県神戸市東灘区森南町2-10-18（森公園内）,阪神・淡路大震災（1995年1月17日）,地震,平成7年(1995)1月17日午前5時46分、阪神・淡路大震災により、神戸市内で4571名が犠牲となり、なかでも東灘区は最も多い1470名の犠牲者を出した。碑には、犠牲となった76名の氏名と、「鎮魂 あの日のあの時を忘れたい でも忘れてはいけない いつまでも」と記されている。,34.729564,135.290367
28100-037,犠牲者慰霊碑,1997,兵庫県神戸市東灘区深江北町5-4（本庄墓地内）,阪神・淡路大震災（1995年1月17日）,地震,平成7年(1995)1月17日午前5時46分、阪神・淡路大震災により、神戸市内で4571名が犠牲となり、なかでも東灘区は最も多い1470名の犠牲者を出した。旧本庄村域の深江、青木、西青木の3地区では、約4割の家屋が倒壊し、330名余りの犠牲者を出した。,34.721463,135.288175
28203-001,兵庫県南部地震碑　「これは」,1998,兵庫県明石市（明石公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分に発生したマグニチュード7.2の直下型地震「兵庫県南部地震」は、明石市に死者26名、負傷者1745人、家屋全壊2941戸などの大きな被害をもたらした。碑には、災害から生きのびるためにこの地震をよく記憶することの大切さをよんだ詩が、被害の記録とともに刻まれている。,34.651791,134.991391
28203-002,兵庫県南部地震　モニュメント「明日」,2000,兵庫県明石市大蔵海岸通2丁目（大蔵海岸公園）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日に発生した「兵庫県南部地震」で、明石市の死者は26名であった。横たわった石の先端は震源地を指し、つぶれた部分は地震の大きさを、垂直部分は明日への希望を表している。碑文の下にはタイムカプセルが埋設されており、震災の状況や小学生のメッセージなどが納められている。,34.643463,135.007234
28203-003,安政南海地震供養碑,不明,兵庫県明石市鍛治屋町5-20（浜光明寺）,安政東南海地震(1854年12月24日）,地震・津波,嘉永7年11月5日(1854年12月24日）に発生した安政南海地震により建物の倒壊や火事、津波等、大きな被害が発生し、明石川では西新町にあった永久橋が地震によって壊れたため、嘉永橋が架けられた。この地震で犠牲になった人々を供養するための供養碑が浜光明寺に建立されている。,34.645181,134.993481
28203-004,紀念碑,1926,兵庫県明石市大久保町大久保町910（住吉神社）,洪水(1897年9月28日),洪水,大久保町地区の東西には河川があり、以前から雨が降り続くと氾濫することがあったが、明治30年(1897)9月28日から翌29日の豪雨では、河川の氾濫などによって家屋や田畑などが大きな被害を被った。明治21年（1888）に鉄道の土手を築造したことによる排水不良が被害の一因とされ、石碑には災害後に鉄道会社と水路拡幅交渉があったことが記録されている。,34.676236,134.946186
